seq,recv_ts_ns,send_ts_ns
2292,100283141617583,100283141592875
2293,100283141824125,100283141799541
2294,100283142034375,100283142008916
2295,100283142239666,100283142215250
2296,100283142446666,100283142422250
2297,100283142648708,100283142626625
2298,100283142862250,100283142838541
2299,100283143065291,100283143041000
2300,100283143288541,100283143244000
2301,100283143488791,100283143461833
2302,100283143697875,100283143673000
2303,100283143905916,100283143882208
2304,100283144117041,100283144090500
2305,100283144314708,100283144292875
2306,100283144529708,100283144504916
2307,100283144737000,100283144707583
2308,100283144945166,100283144919416
2309,100283145147291,100283145121291
2310,100283145349000,100283145323416
2311,100283145561291,100283145531916
2312,100283145760000,100283145733000
2313,100283145967458,100283145938541
2314,100283146234083,100283146160875
2315,100283146401958,100283146375750
2316,100283146622375,100283146592083
2317,100283146833500,100283146806708
2318,100283147058041,100283147028875
2319,100283147269041,100283147244916
2320,100283147485791,100283147460166
2321,100283147699541,100283147675666
2322,100283147904541,100283147879041
2323,100283148115250,100283148088791
2324,100283148324125,100283148298916
2325,100283148528666,100283148502541
2326,100283148735000,100283148710333
2327,100283148935375,100283148911500
2328,100283149136791,100283149111625
2329,100283149343958,100283149321166
2330,100283149559750,100283149536916
2331,100283149770000,100283149747625
2332,100283149982500,100283149957000
2333,100283150196166,100283150166250
2334,100283150400166,100283150377666
2335,100283150612833,100283150587583
2336,100283150810541,100283150787708
2337,100283151034708,100283151003708
2338,100283151355750,100283151218791
2339,100283151482916,100283151441250
2340,100283151754916,100283151693791
2341,100283151952958,100283151904791
2342,100283152142166,100283152112958
2343,100283152344291,100283152319625
2344,100283152554250,100283152529000
2345,100283152765416,100283152739083
2346,100283152973583,100283152948958
2347,100283153188250,100283153161041
2348,100283153389291,100283153363583
2349,100283153595666,100283153569083
2350,100283153796916,100283153774000
2351,100283153999708,100283153974250
2352,100283154209875,100283154179916
2353,100283154422625,100283154395583
2354,100283154623500,100283154604125
2355,100283154840208,100283154813000
2356,100283155044291,100283155016083
2357,100283155255666,100283155230958
2358,100283155464041,100283155439625
2359,100283155674250,100283155651291
2360,100283155890916,100283155865000
2361,100283156092041,100283156069041
2362,100283156299750,100283156272916
2363,100283156505375,100283156480958
2364,100283156709625,100283156688375
2365,100283156923583,100283156896916
2366,100283157131125,100283157106166
2367,100283157335000,100283157310208
2368,100283157543000,100283157518375
2369,100283157761916,100283157733666
2370,100283157956666,100283157934333
2371,100283158171208,100283158149833
2372,100283158371833,100283158352500
2373,100283158586291,100283158564666
2374,100283158819916,100283158785791
2375,100283159017000,100283158995166
2376,100283159227125,100283159203125
2377,100283159427958,100283159404666
2378,100283159636750,100283159615041
2379,100283159849541,100283159828458
2380,100283160062791,100283160038958
2381,100283160260208,100283160239958
2382,100283160471208,100283160448541
2383,100283160683000,100283160660583
2384,100283160895625,100283160875250
2385,100283161107958,100283161085708
2386,100283161319416,100283161296083
2387,100283161534458,100283161511250
2388,100283161820125,100283161728500
2389,100283161979750,100283161941625
2390,100283162184458,100283162145500
2391,100283162410416,100283162357125
2392,100283162609500,100283162571416
2393,100283162816250,100283162781958
2394,100283163017125,100283162984541
2395,100283163228250,100283163196333
2396,100283163449375,100283163405333
2397,100283163641000,100283163608583
2398,100283163849250,100283163813916
2399,100283164058208,100283164028541
2400,100283164274083,100283164243291
2401,100283164494291,100283164459208
2402,100283164695958,100283164666041
2403,100283164910833,100283164880666
2404,100283165124208,100283165093958
2405,100283165342791,100283165311125
2406,100283165547750,100283165515166
2407,100283165753291,100283165719291
2408,100283165961583,100283165925875
2409,100283166163375,100283166131250
2410,100283166367708,100283166337166
2411,100283166578250,100283166545958
2412,100283166793750,100283166761875
2413,100283167007000,100283166976541
2414,100283167215166,100283167181875
2415,100283167417250,100283167384583
2416,100283167625166,100283167594000
2417,100283167831166,100283167800625
2418,100283168032875,100283168001250
2419,100283168272333,100283168216291
2420,100283168463250,100283168420625
2421,100283168655458,100283168624666
2422,100283168872750,100283168835291
2423,100283169073291,100283169039875
2424,100283169271083,100283169240541
2425,100283169494666,100283169460208
2426,100283169707083,100283169672583
2427,100283169907833,100283169876708
2428,100283170110333,100283170079291
2429,100283170845583,100283170526541
2430,100283171203333,100283170822166
2431,100283171776000,100283171694750
2432,100283173239541,100283173090375
2433,100283179281583,100283173294291
2434,100283179313458,100283175924166
2435,100283179332500,100283178229458
2436,100283179592125,100283179492333
2437,100283179945875,100283179886708
2438,100283180202958,100283180090458
2439,100283180360291,100283180300625
2440,100283180542916,100283180500833
2441,100283180746416,100283180708750
2442,100283180949541,100283180909541
2443,100283181148416,100283181114041
2444,100283181359500,100283181324666
2445,100283184231125,100283183883541
2446,100283184255208,100283184101250
2447,100283184363375,100283184315875
2448,100283184582083,100283184530541
2449,100283184850041,100283184783583
2450,100283185155125,100283185010833
2451,100283185339583,100283185243500
2452,100283185550083,100283185501041
2453,100283186609000,100283186108250
2454,100283186634833,100283186581125
2455,100283186866375,100283186811666
2456,100283187228125,100283187103791
2457,100283187442625,100283187344375
2458,100283187913666,100283187821541
2459,100283188167333,100283188096750
2460,100283188359875,100283188303125
2461,100283188588708,100283188528625
2462,100283188789916,100283188742541
2463,100283189038791,100283188992166
2464,100283189262875,100283189208791
2465,100283189533875,100283189423458
2466,100283189743416,100283189698625
2467,100283189951541,100283189923250
2468,100283190218000,100283190163958
2469,100283190406875,100283190367375
2470,100283190650583,100283190609750
2471,100283190900750,100283190834708
2472,100283191094416,100283191046500
2473,100283191339291,100283191257791
2474,100283191530625,100283191467875
2475,100283191730125,100283191683500
2476,100283191922333,100283191888250
2477,100283192142875,100283192094250
2478,100283192351125,100283192310083
2479,100283192539000,100283192512666
2480,100283192792708,100283192725750
2481,100283192991666,100283192935833
2482,100283193201958,100283193138625
2483,100283193491208,100283193419041
2484,100283194953500,100283194647333
2485,100283194977541,100283194863416
2486,100283195557208,100283195190583
2487,100283195703583,100283195487750
2488,100283195742041,100283195719708
2489,100283197597541,100283196114291
2490,100283197676416,100283197469250
2491,100283197803750,100283197752333
2492,100283198001875,100283197953958
2493,100283198279500,100283198211125
2494,100283198466875,100283198421750
2495,100283198683125,100283198628625
2496,100283198942750,100283198893083
2497,100283199133708,100283199097958
2498,100283199443625,100283199383208
2499,100283199663666,100283199625125
2500,100283199870333,100283199828666
2501,100283200084916,100283200043333
2502,100283200324041,100283200265291
2503,100283200577000,100283200485083
2504,100283200803791,100283200739500
2505,100283201057333,100283201015250
2506,100283201268291,100283201236625
2507,100283201498791,100283201445208
2508,100283201723250,100283201666333
2509,100283201992208,100283201946666
2510,100283202379750,100283202229125
2511,100283202759041,100283202520333
2512,100283202780916,100283202730500
2513,100283203583750,100283203003375
2514,100283203829166,100283203729625
2515,100283204026083,100283203938208
2516,100283204220125,100283204184541
2517,100283204427875,100283204385375
2518,100283204637791,100283204595458
2519,100283204828750,100283204798666
2520,100283205116291,100283205016250
2521,100283205307375,100283205222333
2522,100283205502916,100283205446708
2523,100283205680416,100283205652625
2524,100283205909541,100283205869416
2525,100283206120083,100283206079333
2526,100283206328750,100283206283125
2527,100283206513791,100283206486208
2528,100283206728333,100283206694791
2529,100283206952791,100283206913375
2530,100283207157416,100283207116708
2531,100283207365416,100283207321208
2532,100283207599916,100283207550041
2533,100283207810541,100283207771541
2534,100283208036541,100283207981958
2535,100283208360125,100283208222458
2536,100283208503958,100283208431416
2537,100283208709208,100283208664750
2538,100283208918541,100283208878000
2539,100283209130833,100283209085041
2540,100283209328375,100283209288750
2541,100283209544541,100283209503291
2542,100283209836208,100283209750791
2543,100283210014250,100283209968000
2544,100283210489833,100283210169333
2545,100283210563291,100283210492250
2546,100283211419958,100283210794000
2547,100283211469458,100283211000833
2548,100283211990708,100283211235791
2549,100283212005750,100283211484083
2550,100283212545625,100283212191125
2551,100283212561625,100283212502416
2552,100283212860166,100283212762458
2553,100283213017041,100283212968791
2554,100283213225208,100283213186125
2555,100283213419041,100283213392333
2556,100283213628375,100283213597375
2557,100283213839125,100283213808625
2558,100283214051083,100283214012958
2559,100283214249750,100283214218458
2560,100283214462958,100283214432541
2561,100283214662208,100283214633916
2562,100283214864416,100283214835416
2563,100283215159041,100283215047875
2564,100283215288958,100283215262833
2565,100283215514791,100283215477875
2566,100283215709875,100283215680541
2567,100283215921375,100283215893416
2568,100283216151500,100283216103791
2569,100283216353125,100283216317833
2570,100283216579166,100283216530250
2571,100283216769916,100283216731208
2572,100283216977333,100283216939208
2573,100283217176875,100283217149833
2574,100283217401916,100283217364625
2575,100283217591541,100283217566083
2576,100283217793416,100283217767208
2577,100283218016125,100283217983250
2578,100283218230083,100283218195333
2579,100283218451666,100283218412291
2580,100283218663166,100283218627708
2581,100283218867583,100283218833500
2582,100283219077291,100283219035208
2583,100283219281166,100283219246041
2584,100283219476875,100283219448041
2585,100283219687791,100283219660958
2586,100283219906875,100283219871125
2587,100283220109583,100283220079375
2588,100283220317291,100283220286625
2589,100283220571333,100283220538833
2590,100283220772291,100283220741875
2591,100283220976333,100283220947875
2592,100283221184250,100283221148583
2593,100283221394333,100283221364500
2594,100283221608416,100283221578041
2595,100283221816791,100283221791583
2596,100283222027083,100283221999208
2597,100283222239250,100283222209916
2598,100283222457583,100283222425291
2599,100283222665291,100283222635208
2600,100283222875708,100283222848708
2601,100283223098166,100283223059166
2602,100283223287250,100283223260500
2603,100283223503458,100283223476625
2604,100283223724833,100283223692583
2605,100283223925041,100283223896583
2606,100283224135666,100283224097916
2607,100283224344875,100283224313875
2608,100283224555083,100283224528541
2609,100283224773750,100283224734000
2610,100283224970625,100283224943208
2611,100283225196291,100283225159208
2612,100283225401791,100283225362875
2613,100283225613666,100283225575333
2614,100283225818750,100283225788500
2615,100283226036958,100283226003208
2616,100283226247166,100283226208541
2617,100283226443833,100283226412333
2618,100283226652916,100283226624416
2619,100283226865416,100283226835208
2620,100283227074708,100283227044083
2621,100283227316541,100283227270250
2622,100283227519791,100283227484250
2623,100283227719083,100283227685291
2624,100283227931250,100283227895541
2625,100283228132000,100283228101541
2626,100283228338833,100283228303166
2627,100283228539541,100283228507916
2628,100283228750708,100283228717708
2629,100283228973708,100283228926833
2630,100283229167458,100283229128500
2631,100283229372166,100283229330541
2632,100283229566125,100283229536500
2633,100283229772083,100283229744500
2634,100283229987208,100283229960541
2635,100283230208041,100283230168750
2636,100283230413625,100283230376625
2637,100283230616791,100283230589000
2638,100283230817000,100283230789916
2639,100283231043916,100283231007541
2640,100283231250791,100283231211250
2641,100283231446750,100283231415958
2642,100283231648416,100283231619625
2643,100283231858500,100283231828583
2644,100283232064000,100283232035208
2645,100283232266916,100283232236666
2646,100283232480000,100283232452958
2647,100283232705250,100283232667166
2648,100283232909958,100283232879291
2649,100283233109333,100283233079291
2650,100283233318083,100283233287291
2651,100283233535250,100283233503208
2652,100283233737750,100283233708583
2653,100283233951791,100283233922708
2654,100283234174000,100283234135833
2655,100283234380666,100283234344583
2656,100283234587583,100283234557541
2657,100283234824375,100283234787208
2658,100283235046750,100283234998083
2659,100283235394083,100283235254083
2660,100283235536166,100283235470291
2661,100283235730958,100283235680375
2662,100283235918708,100283235889458
2663,100283236124500,100283236094708
2664,100283236340625,100283236307958
2665,100283236551416,100283236512541
2666,100283236764083,100283236728500
2667,100283236965333,100283236937875
2668,100283237179750,100283237152666
2669,100283237396208,100283237367000
2670,100283237614333,100283237573875
2671,100283237816208,100283237780541
2672,100283238035625,100283237983666
2673,100283238237041,100283238198625
2674,100283238432416,100283238401333
2675,100283238667333,100283238627416
2676,100283238873083,100283238838458
2677,100283239079833,100283239041666
2678,100283239285458,100283239247416
2679,100283239490625,100283239460500
2680,100283239696250,100283239666666
2681,100283239902041,100283239875208
2682,100283240103750,100283240076625
2683,100283240317666,100283240284833
2684,100283240530958,100283240499291
2685,100283241001791,100283240961375
2686,100283241218916,100283241165958
2687,100283241400250,100283241372750
2688,100283241599958,100283241574000
2689,100283241805708,100283241777833
2690,100283242009250,100283241979208
2691,100283242242083,100283242195333
2692,100283242438625,100283242408833
2693,100283242647333,100283242611250
2694,100283242840666,100283242812583
2695,100283243388291,100283243075833
2696,100283243478833,100283243407041
2697,100283245060250,100283244188791
2698,100283246170208,100283244797916
2699,100283250067541,100283246357875
2700,100283250238125,100283250074333
2701,100283250316791,100283250283708
2702,100283250540916,100283250494500
2703,100283250731458,100283250697291
2704,100283250945500,100283250911583
2705,100283251166375,100283251120833
2706,100283251511250,100283251334791
2707,100283252274750,100283251818333
2708,100283252343500,100283252271750
2709,100283252523458,100283252487750
2710,100283252844625,100283252788500
2711,100283253155833,100283253094500
2712,100283253332750,100283253296125
2713,100283253542666,100283253503250
2714,100283253739500,100283253708541
2715,100283253945375,100283253919291
2716,100283254169958,100283254133958
2717,100283254383291,100283254345958
2718,100283254585083,100283254557916
2719,100283254799750,100283254769833
2720,100283255008500,100283254979166
2721,100283255224958,100283255187333
2722,100283255419416,100283255392541
2723,100283255629166,100283255592875
2724,100283255834458,100283255806333
2725,100283256053541,100283256017791
2726,100283256259750,100283256228541
2727,100283256455958,100283256429875
2728,100283256661958,100283256630125
2729,100283256867708,100283256838875
2730,100283257075875,100283257042000
2731,100283257276875,100283257248583
2732,100283257490125,100283257460500
2733,100283257702666,100283257673583
2734,100283257915291,100283257883250
2735,100283258111000,100283258083291
2736,100283258329041,100283258294000
2737,100283258544166,100283258506500
2738,100283258743666,100283258712166
2739,100283258966500,100283258920375
2740,100283259226291,100283259121916
2741,100283259392875,100283259338166
2742,100283259581791,100283259539750
2743,100283259787208,100283259752416
2744,100283259995625,100283259959875
2745,100283260246125,100283260164583
2746,100283260400958,100283260369208
2747,100283260614500,100283260581875
2748,100283260839458,100283260796583
2749,100283261051333,100283261011333
2750,100283261245458,100283261214500
2751,100283261445916,100283261414666
2752,100283261657416,100283261620958
2753,100283261873166,100283261828625
2754,100283262058250,100283262028833
2755,100283262270625,100283262233000
2756,100283262468416,100283262435208
2757,100283262682500,100283262651208
2758,100283262890916,100283262857833
2759,100283263086500,100283263059125
2760,100283263302416,100283263272500
2761,100283263515666,100283263485916
2762,100283263727000,100283263700958
2763,100283263944083,100283263905875
2764,100283264139291,100283264107166
2765,100283264348666,100283264308583
2766,100283264539458,100283264509916
2767,100283264746625,100283264711208
2768,100283264955041,100283264923291
2769,100283265157791,100283265127208
2770,100283265362625,100283265334458
2771,100283265561916,100283265536500
2772,100283265772333,100283265744583
2773,100283265975125,100283265947250
2774,100283266192208,100283266162291
2775,100283266403541,100283266373833
2776,100283266617791,100283266588500
2777,100283266823041,100283266793333
2778,100283267025208,100283266995583
2779,100283267242083,100283267210166
2780,100283267440125,100283267412541
2781,100283267641166,100283267615208
2782,100283267848791,100283267816541
2783,100283268055125,100283268025375
2784,100283268257208,100283268227208
2785,100283268538375,100283268464583
2786,100283268703333,100283268669708
2787,100283268931625,100283268881458
2788,100283269128708,100283269098041
2789,100283269339875,100283269311125
2790,100283269543083,100283269513875
2791,100283269744041,100283269713958
2792,100283269953125,100283269923208
2793,100283270168041,100283270137875
2794,100283270378833,100283270347750
2795,100283270579708,100283270549458
2796,100283270779958,100283270753875
2797,100283271001375,100283270959333
2798,100283271192916,100283271167208
2799,100283271412166,100283271373875
2800,100283271611083,100283271581875
2801,100283271813041,100283271784541
2802,100283272026458,100283271995750
2803,100283272228083,100283272200583
2804,100283272432416,100283272401916
2805,100283272632333,100283272602041
2806,100283272831875,100283272804500
2807,100283273050666,100283273020541
2808,100283273265375,100283273235291
2809,100283273466916,100283273436541
2810,100283273682916,100283273652500
2811,100283273896541,100283273865875
2812,100283274111625,100283274081875
2813,100283274325375,100283274295250
2814,100283274536625,100283274510333
2815,100283274755833,100283274716583
2816,100283274949375,100283274919166
2817,100283275159625,100283275135166
2818,100283275363166,100283275337125
2819,100283275585750,100283275540541
2820,100283275775000,100283275743916
2821,100283275977208,100283275944625
2822,100283276186041,100283276155291
2823,100283276405000,100283276370791
2824,100283276627250,100283276573583
2825,100283276819458,100283276789916
2826,100283277032916,100283276997250
2827,100283277236333,100283277201875
2828,100283277435333,100283277404500
2829,100283277648458,100283277620541
2830,100283277860000,100283277828666
2831,100283278074125,100283278043166
2832,100283278277250,100283278247375
2833,100283278491625,100283278456458
2834,100283278709875,100283278660375
2835,100283278897458,100283278866625
2836,100283279104208,100283279075208
2837,100283279308708,100283279277875
2838,100283279523458,100283279492000
2839,100283279732958,100283279702416
2840,100283279949041,100283279916500
2841,100283280149041,100283280119291
2842,100283280356000,100283280327250
2843,100283280561666,100283280531208
2844,100283280777041,100283280732458
2845,100283280964791,100283280934166
2846,100283281182916,100283281144708
2847,100283281389083,100283281347250
2848,100283281580500,100283281549875
2849,100283281784500,100283281754291
2850,100283281993208,100283281959250
2851,100283282204208,100283282173375
2852,100283282421208,100283282392041
2853,100283282626166,100283282597875
2854,100283282831083,100283282800500
2855,100283283032708,100283283002583
2856,100283283234916,100283283205916
2857,100283283438416,100283283407166
2858,100283283643708,100283283614708
2859,100283283847916,100283283817875
2860,100283284055041,100283284027208
2861,100283284259000,100283284228166
2862,100283284471291,100283284434208
2863,100283284674083,100283284645958
2864,100283284920208,100283284879791
2865,100283285124125,100283285089583
2866,100283285326750,100283285290791
2867,100283285531625,100283285501916
2868,100283285737500,100283285707208
2869,100283285949750,100283285921833
2870,100283286163666,100283286135166
2871,100283286373416,100283286344333
2872,100283286578958,100283286548500
2873,100283286786250,100283286759250
2874,100283287000916,100283286971958
2875,100283287201583,100283287172541
2876,100283287414541,100283287385875
2877,100283287622666,100283287591958
2878,100283287834416,100283287806625
2879,100283288040625,100283288011291
2880,100283288252000,100283288225875
2881,100283288461375,100283288432208
2882,100283288676750,100283288647166
2883,100283288875750,100283288847208
2884,100283289090166,100283289061875
2885,100283289302291,100283289270166
2886,100283289505000,100283289477958
2887,100283289719583,100283289690625
2888,100283289928208,100283289899250
2889,100283290130375,100283290100500
2890,100283290340083,100283290311708
2891,100283290541708,100283290513875
2892,100283290756416,100283290726958
2893,100283290955791,100283290927166
2894,100283291158958,100283291129500
2895,100283291362458,100283291333916
2896,100283291576500,100283291548541
2897,100283291777708,100283291749916
2898,100283291978083,100283291950125
2899,100283292195083,100283292164541
2900,100283292401125,100283292371583
2901,100283292609041,100283292578500
2902,100283292815958,100283292784208
2903,100283293025958,100283292989666
2904,100283293228708,100283293199083
2905,100283293431041,100283293401875
2906,100283293631500,100283293603250
2907,100283293843500,100283293816500
2908,100283294056708,100283294027166
2909,100283294258250,100283294227625
2910,100283294461666,100283294432541
2911,100283294665791,100283294635916
2912,100283294863541,100283294836541
2913,100283295086916,100283295052375
2914,100283295285750,100283295255208
2915,100283295499000,100283295471125
2916,100283295712791,100283295684541
2917,100283295913958,100283295885958
2918,100283296116291,100283296087291
2919,100283296330708,100283296303916
2920,100283296538083,100283296507958
2921,100283296739291,100283296709916
2922,100283296961333,100283296915208
2923,100283297160708,100283297132791
2924,100283297363750,100283297333875
2925,100283297577625,100283297550625
2926,100283297786000,100283297757166
2927,100283297994291,100283297961833
2928,100283298193208,100283298164625
2929,100283298396625,100283298367291
2930,100283298608791,100283298583333
2931,100283298814333,100283298784541
2932,100283299016708,100283298989333
2933,100283299216833,100283299189666
2934,100283299420708,100283299391291
2935,100283299621250,100283299592500
2936,100283299824458,100283299793833
2937,100283300022458,100283299994250
2938,100283300247416,100283300205958
2939,100283300451250,100283300420541
2940,100283300658083,100283300625541
2941,100283300863875,100283300833458
2942,100283301067125,100283301037375
2943,100283301292291,100283301251458
2944,100283301482750,100283301452541
2945,100283301715291,100283301665791
2946,100283301909541,100283301879041
2947,100283302116791,100283302087208
2948,100283302324041,100283302293916
2949,100283302529166,100283302498458
2950,100283302732208,100283302704500
2951,100283302936958,100283302908208
2952,100283303140625,100283303110291
2953,100283303340875,100283303312083
2954,100283303549583,100283303521916
2955,100283303754708,100283303723375
2956,100283303955416,100283303926416
2957,100283304155333,100283304129750
2958,100283304366083,100283304336125
2959,100283304571416,100283304543208
2960,100283304773916,100283304748500
2961,100283304998583,100283304953875
2962,100283305196000,100283305162416
2963,100283305427541,100283305376458
2964,100283305607791,100283305577125
2965,100283305840500,100283305787333
2966,100283306026833,100283305993583
2967,100283306255583,100283306213791
2968,100283306441416,100283306416583
2969,100283306663291,100283306631041
2970,100283306858291,100283306831166
2971,100283307059583,100283307032291
2972,100283307277291,100283307247166
2973,100283307478875,100283307451208
2974,100283307688666,100283307663208
2975,100283307903250,100283307876583
2976,100283308121916,100283308092583
2977,100283308327208,100283308300166
2978,100283308544041,100283308510750
2979,100283308746041,100283308713125
2980,100283308958208,100283308926916
2981,100283309175208,100283309137583
2982,100283309400375,100283309360166
2983,100283309595375,100283309561041
2984,100283309812000,100283309776083
2985,100283310022250,100283309987708
2986,100283310217250,100283310190666
2987,100283310423958,100283310399125
2988,100283310667708,100283310613000
2989,100283310853291,100283310817666
2990,100283311060750,100283311029333
2991,100283311268958,100283311232541
2992,100283311476708,100283311445750
2993,100283311678458,100283311653958
2994,100283311893333,100283311866375
2995,100283312107416,100283312076708
2996,100283312314083,100283312285791
2997,100283312519375,100283312492083
2998,100283312734291,100283312704416
2999,100283312946250,100283312915458
3000,100283313160708,100283313125791
3001,100283313369333,100283313334333
3002,100283313597500,100283313550041
3003,100283313786875,100283313758458
3004,100283314013166,100283313975625
3005,100283314217333,100283314178500
3006,100283314447416,100283314384583
3007,100283314635708,100283314600625
3008,100283314847416,100283314810291
3009,100283315059666,100283315017458
3010,100283315300625,100283315222625
3011,100283315491041,100283315435125
3012,100283315706333,100283315647458
3013,100283315892541,100283315857750
3014,100283316110458,100283316073375
3015,100283316316625,100283316282458
3016,100283316519583,100283316487333
3017,100283316726958,100283316687958
3018,100283316947083,100283316889000
3019,100283317135416,100283317098291
3020,100283317342583,100283317309750
3021,100283317556541,100283317524041
3022,100283317815333,100283317746375
3023,100283317998208,100283317964083
3024,100283318255666,100283318181583
3025,100283318415083,100283318384208
3026,100283318668541,100283318597666
3027,100283318856250,100283318814750
3028,100283319070375,100283319028875
3029,100283319271250,100283319239041
3030,100283319476458,100283319449541
3031,100283319682875,100283319658208
3032,100283319887458,100283319862458
3033,100283320100541,100283320075166
3034,100283320301166,100283320276458
3035,100283320509500,100283320483833
3036,100283320712750,100283320688791
3037,100283320921666,100283320897291
3038,100283321126041,100283321103166
3039,100283321333583,100283321309541
3040,100283321567458,100283321519958
3041,100283321763750,100283321728416
3042,100283322018541,100283321944166
3043,100283322229500,100283322158833
3044,100283322394000,100283322359333
3045,100283322653541,100283322606625
3046,100283322836708,100283322817125
3047,100283323045166,100283323024875
3048,100283323250041,100283323225833
3049,100283323457541,100283323439250
3050,100283323668083,100283323649916
3051,100283323880750,100283323862250
3052,100283324086041,100283324063166
3053,100283324302708,100283324278208
3054,100283324551041,100283324480291
3055,100283324701500,100283324681541
3056,100283324915708,100283324894541
3057,100283325140041,100283325103625
3058,100283325349916,100283325321000
3059,100283325566291,100283325534666
3060,100283325769125,100283325749208
3061,100283325981583,100283325964625
3062,100283326208583,100283326177791
3063,100283326414583,100283326391875
3064,100283326623333,100283326605875
3065,100283326834625,100283326816750
3066,100283327035750,100283327016833
3067,100283327253166,100283327233125
3068,100283327504208,100283327457333
3069,100283327688500,100283327669791
3070,100283327903416,100283327882875
3071,100283328118041,100283328095916
3072,100283328328000,100283328310708
3073,100283328539750,100283328522250
3074,100283328755708,100283328734750
3075,100283328953625,100283328936458
3076,100283329162125,100283329144041
3077,100283329373666,100283329356458
3078,100283329586791,100283329568291
3079,100283329802083,100283329783291
3080,100283330019083,100283330000666
3081,100283330224000,100283330206125
3082,100283330435958,100283330419250
3083,100283330652416,100283330635000
3084,100283330869708,100283330850958
3085,100283331083875,100283331066041
3086,100283331299416,100283331283083
3087,100283331513458,100283331497250
3088,100283331728208,100283331710541
3089,100283331944250,100283331924791
3090,100283332161166,100283332142666
3091,100283332373291,100283332356083
3092,100283332574833,100283332559375
3093,100283332782458,100283332764208
3094,100283332989375,100283332971166
3095,100283333201958,100283333185625
3096,100283333409333,100283333392500
3097,100283333609125,100283333593625
3098,100283333819000,100283333801583
3099,100283334040333,100283334010916
3100,100283334236000,100283334218791
3101,100283334453291,100283334435833
3102,100283334665333,100283334645625
3103,100283334875875,100283334854791
3104,100283335100875,100283335064291
3105,100283335399916,100283335290041
3106,100283335514833,100283335493833
3107,100283335728666,100283335708791
3108,100283335939791,100283335920083
3109,100283336149833,100283336129041
3110,100283336351000,100283336333583
3111,100283336563000,100283336544583
3112,100283336774000,100283336753875
3113,100283336985166,100283336968166
3114,100283337189916,100283337171458
3115,100283337399125,100283337376666
3116,100283337604250,100283337587291
3117,100283337810625,100283337792041
3118,100283338012666,100283337994750
3119,100283338222250,100283338202916
3120,100283338435125,100283338416958
3121,100283338636000,100283338618375
3122,100283338845583,100283338828583
3123,100283339047333,100283339029541
3124,100283339246458,100283339230458
3125,100283339450500,100283339433250
3126,100283339664458,100283339648333
3127,100283339876375,100283339858375
3128,100283340091791,100283340072541
3129,100283340301916,100283340285666
3130,100283340516291,100283340498583
3131,100283340751041,100283340713583
3132,100283340935791,100283340917875
3133,100283341146750,100283341127791
3134,100283341355500,100283341338166
3135,100283341561500,100283341543000
3136,100283341773250,100283341753583
3137,100283342005666,100283341962166
3138,100283342187208,100283342169583
3139,100283342396333,100283342379458
3140,100283342608541,100283342590000
3141,100283342822500,100283342805583
3142,100283343028958,100283343012083
3143,100283343258875,100283343222500
3144,100283343446833,100283343429500
3145,100283343657583,100283343641625
3146,100283343890583,100283343851875
3147,100283344073833,100283344057208
3148,100283344282500,100283344266000
3149,100283344497416,100283344480666
3150,100283344701416,100283344683875
3151,100283344913875,100283344896875
3152,100283345126833,100283345111208
3153,100283345334458,100283345316458
3154,100283345552875,100283345519333
3155,100283345740458,100283345721208
3156,100283345952250,100283345935416
3157,100283346158875,100283346141125
3158,100283346359125,100283346341583
3159,100283346562541,100283346546208
3160,100283346770458,100283346754875
3161,100283346984708,100283346965125
3162,100283347195208,100283347169916
3163,100283347470125,100283347381583
3164,100283347615416,100283347594708
3165,100283347818708,100283347800416
3166,100283348031125,100283348012208
3167,100283348238000,100283348220875
3168,100283348443541,100283348426000
3169,100283348654416,100283348637083
3170,100283348863333,100283348844416
3171,100283349072250,100283349054291
3172,100283349284416,100283349267708
3173,100283349494708,100283349477291
3174,100283349703416,100283349687416
3175,100283349906625,100283349890958
3176,100283350115833,100283350099041
3177,100283350318000,100283350300291
3178,100283350528875,100283350511375
3179,100283350745166,100283350727791
3180,100283350956916,100283350941083
3181,100283351165333,100283351148958
3182,100283351379000,100283351362125
3183,100283351588375,100283351569625
3184,100283351796625,100283351780208
3185,100283352004583,100283351987500
3186,100283352267208,100283352187916
3187,100283352440625,100283352404625
3188,100283352667791,100283352631708
3189,100283352860416,100283352842375
3190,100283353059666,100283353043166
3191,100283353274833,100283353254625
3192,100283353476416,100283353454666
3193,100283353689666,100283353666958
3194,100283353912041,100283353881416
3195,100283354111541,100283354089833
3196,100283354317833,100283354292708
3197,100283354532000,100283354508583
3198,100283354742416,100283354720541
3199,100283354947708,100283354924708
3200,100283355155750,100283355137083
3201,100283355364791,100283355342416
3202,100283355684791,100283355597666
3203,100283355828291,100283355804583
3204,100283356040333,100283356018750
3205,100283356253333,100283356229750
3206,100283356455583,100283356433416
3207,100283356659833,100283356636000
3208,100283356869291,100283356846583
3209,100283357068375,100283357047250
3210,100283357273208,100283357250291
3211,100283357484541,100283357461666
3212,100283357685541,100283357662833
3213,100283357891041,100283357869583
3214,100283358099208,100283358077916
3215,100283358308625,100283358290250
3216,100283358519916,100283358497041
3217,100283358723791,100283358701166
3218,100283358934583,100283358916041
3219,100283359145375,100283359124125
3220,100283359350583,100283359332000
3221,100283359558333,100283359536041
3222,100283359766208,100283359743208
3223,100283359969875,100283359949583
