seq,recv_ts_ns,send_ts_ns
4205,100283565540458,100283565520125
4206,100283565751125,100283565735000
4207,100283565965416,100283565944291
4208,100283566179791,100283566159958
4209,100283566384583,100283566368583
4210,100283566594166,100283566575041
4211,100283566807083,100283566788291
4212,100283567017208,100283566998750
4213,100283567231500,100283567212541
4214,100283567442041,100283567422958
4215,100283567652166,100283567633708
4216,100283567861583,100283567842916
4217,100283568062541,100283568045750
4218,100283568266208,100283568246166
4219,100283568595916,100283568456500
4220,100283568688541,100283568668250
4221,100283568894875,100283568875791
4222,100283569101875,100283569084250
4223,100283569313875,100283569294916
4224,100283569526750,100283569509583
4225,100283569742916,100283569724375
4226,100283569954750,100283569935833
4227,100283570158083,100283570138000
4228,100283570368250,100283570348291
4229,100283570582166,100283570556916
4230,100283570786708,100283570765333
4231,100283570985416,100283570966958
4232,100283571197500,100283571179000
4233,100283571414000,100283571395000
4234,100283571626416,100283571607541
4235,100283571848791,100283571817833
4236,100283572049000,100283572031208
4237,100283572265125,100283572245708
4238,100283572477166,100283572457541
4239,100283572681458,100283572663083
4240,100283572896583,100283572877541
4241,100283573104583,100283573085125
4242,100283573316125,100283573297458
4243,100283573524875,100283573507000
4244,100283573735250,100283573716375
4245,100283573947416,100283573928250
4246,100283574158041,100283574142250
4247,100283574367000,100283574349625
4248,100283574580625,100283574561708
4249,100283574791041,100283574773666
4250,100283575001166,100283574983000
4251,100283575208791,100283575189250
4252,100283575413000,100283575394583
4253,100283575623541,100283575604333
4254,100283575835416,100283575815000
4255,100283576037000,100283576017541
4256,100283576250458,100283576232333
4257,100283576459833,100283576441166
4258,100283576677791,100283576658250
4259,100283576892541,100283576873333
4260,100283577102083,100283577083416
4261,100283577308208,100283577290500
4262,100283577522416,100283577503000
4263,100283577736500,100283577717625
4264,100283577945458,100283577925500
4265,100283578151666,100283578133125
4266,100283578359625,100283578339833
4267,100283578569333,100283578550958
4268,100283578777791,100283578760291
4269,100283578990666,100283578973708
4270,100283579202875,100283579184291
4271,100283579407791,100283579386208
4272,100283579613708,100283579593708
4273,100283579820916,100283579801708
4274,100283580030333,100283580009750
4275,100283580230541,100283580212333
4276,100283580479833,100283580415000
4277,100283580637208,100283580619541
4278,100283580854458,100283580834916
4279,100283581054958,100283581035458
4280,100283581266791,100283581248333
4281,100283581476291,100283581458208
4282,100283581688625,100283581672541
4283,100283581900625,100283581882541
4284,100283582113666,100283582094958
4285,100283582318791,100283582303625
4286,100283582529083,100283582510083
4287,100283582732583,100283582714958
4288,100283582942000,100283582925791
4289,100283583155500,100283583137666
4290,100283583369166,100283583351166
4291,100283583579291,100283583559875
4292,100283583778375,100283583760416
4293,100283583993500,100283583975041
4294,100283584205041,100283584188916
4295,100283584415833,100283584397708
4296,100283584628458,100283584609625
4297,100283584838833,100283584820333
4298,100283585081708,100283585027541
4299,100283585295125,100283585244375
4300,100283585479000,100283585454250
4301,100283585677583,100283585659000
4302,100283585881666,100283585861541
4303,100283586090750,100283586073833
4304,100283586304666,100283586285666
4305,100283586514500,100283586493208
4306,100283586711375,100283586696291
4307,100283586926166,100283586908333
4308,100283587134750,100283587117666
4309,100283587346666,100283587328416
4310,100283587579458,100283587543833
4311,100283587806541,100283587752041
4312,100283587977583,100283587959041
4313,100283588175750,100283588159583
4314,100283588389125,100283588371041
4315,100283588593875,100283588575208
4316,100283588810458,100283588791000
4317,100283589026416,100283589006625
4318,100283589229833,100283589211041
4319,100283589441875,100283589423125
4320,100283589652541,100283589633750
4321,100283589867208,100283589846875
4322,100283590075041,100283590056416
4323,100283590283583,100283590264375
4324,100283590492208,100283590473166
4325,100283590701625,100283590682958
4326,100283590908791,100283590892416
4327,100283591122541,100283591102958
4328,100283591331125,100283591313625
4329,100283591549250,100283591530625
4330,100283591752416,100283591734500
4331,100283591957916,100283591943041
4332,100283592171291,100283592152000
4333,100283592370958,100283592354500
4334,100283592583000,100283592565583
4335,100283592800291,100283592780000
4336,100283593006875,100283592989625
4337,100283593221375,100283593200375
4338,100283593433791,100283593414791
4339,100283593639833,100283593623041
4340,100283593851791,100283593832125
4341,100283594066833,100283594047000
4342,100283594278875,100283594261708
4343,100283594485958,100283594468250
4344,100283594702000,100283594682625
4345,100283594912125,100283594893625
4346,100283595117916,100283595101666
4347,100283595329041,100283595309708
4348,100283595532708,100283595512708
4349,100283595744416,100283595727041
4350,100283595956333,100283595939875
4351,100283596172541,100283596150625
4352,100283596384083,100283596365708
4353,100283596588666,100283596568083
4354,100283596800500,100283596781625
4355,100283597010041,100283596990916
4356,100283597209791,100283597194916
4357,100283597422541,100283597403916
4358,100283597632583,100283597613666
4359,100283597838125,100283597820041
4360,100283598042416,100283598024333
4361,100283598250541,100283598232208
4362,100283598458083,100283598439041
4363,100283598662916,100283598645250
4364,100283598877500,100283598857791
4365,100283599088875,100283599071000
4366,100283599297750,100283599278958
4367,100283599505000,100283599487000
4368,100283599718083,100283599697625
4369,100283599925875,100283599910333
4370,100283600138375,100283600119000
4371,100283600344541,100283600324291
4372,100283600551458,100283600533750
4373,100283600765958,100283600746041
4374,100283600978166,100283600958583
4375,100283601179166,100283601163416
4376,100283601391708,100283601374916
4377,100283601594791,100283601579583
4378,100283601858541,100283601840916
4379,100283602062875,100283602042916
4380,100283602278583,100283602258708
4381,100283602478708,100283602460166
4382,100283602686166,100283602667166
4383,100283602896583,100283602877625
4384,100283603110083,100283603091791
4385,100283603314333,100283603294666
4386,100283603520000,100283603504041
4387,100283603766291,100283603716958
4388,100283603948791,100283603928541
4389,100283604165375,100283604145041
4390,100283604364333,100283604346583
4391,100283604578958,100283604560333
4392,100283604793833,100283604773666
4393,100283604999458,100283604980333
4394,100283605208583,100283605187500
4395,100283605420333,100283605401125
4396,100283605630166,100283605612291
4397,100283605840291,100283605820333
4398,100283606044750,100283606026791
4399,100283606257000,100283606240041
4400,100283606470458,100283606452375
4401,100283606688166,100283606669166
4402,100283606891291,100283606872166
4403,100283607092875,100283607073625
4404,100283607299708,100283607281833
4405,100283607506541,100283607488333
4406,100283607716458,100283607698375
4407,100283607929666,100283607911000
4408,100283608139291,100283608120333
4409,100283608339000,100283608324333
4410,100283608551291,100283608532291
4411,100283608760458,100283608741708
4412,100283608967791,100283608948500
4413,100283609176416,100283609157708
4414,100283609389333,100283609370958
4415,100283609598250,100283609579041
4416,100283609812958,100283609794500
4417,100283610016458,100283609996250
4418,100283610223875,100283610206208
4419,100283610438750,100283610420333
4420,100283610652041,100283610632291
4421,100283610862000,100283610843041
4422,100283611067750,100283611051750
4423,100283611279666,100283611260291
4424,100283611491125,100283611472333
4425,100283611702500,100283611683000
4426,100283611905416,100283611888250
4427,100283612121000,100283612101666
4428,100283612324500,100283612306958
4429,100283612541416,100283612520500
4430,100283612739458,100283612721708
4431,100283612950958,100283612932541
4432,100283613155458,100283613133666
4433,100283613354791,100283613339583
4434,100283613561916,100283613544583
4435,100283613765125,100283613746333
4436,100283613977041,100283613959166
4437,100283614184375,100283614165583
4438,100283614392875,100283614373708
4439,100283614607291,100283614584875
4440,100283614814041,100283614794916
4441,100283615022750,100283615002875
4442,100283615223000,100283615204250
4443,100283615429375,100283615409583
4444,100283615634250,100283615616333
4445,100283615842916,100283615824375
4446,100283616058666,100283616039000
4447,100283616263000,100283616245666
4448,100283616475333,100283616457666
4449,100283616683125,100283616666291
4450,100283616895708,100283616877708
4451,100283617108833,100283617090916
4452,100283617322125,100283617304333
4453,100283617534000,100283617515000
4454,100283617747625,100283617729250
4455,100283617961041,100283617941583
4456,100283618164750,100283618148666
4457,100283618465916,100283618447208
4458,100283618674750,100283618657416
4459,100283618883625,100283618863958
4460,100283619097333,100283619078583
4461,100283619305333,100283619286625
4462,100283619513958,100283619495083
4463,100283619715500,100283619696250
4464,100283619927083,100283619906583
4465,100283620137166,100283620116333
4466,100283620340500,100283620320875
4467,100283620546625,100283620525708
4468,100283620751333,100283620730458
4469,100283620950666,100283620930541
4470,100283621165541,100283621145666
4471,100283621374250,100283621355000
4472,100283621579916,100283621562041
4473,100283621792750,100283621774916
4474,100283622007708,100283621987125
4475,100283622212541,100283622197041
4476,100283622425416,100283622408291
4477,100283622637208,100283622617666
4478,100283622844250,100283622829791
4479,100283623054958,100283623036291
4480,100283623266541,100283623246875
4481,100283623483333,100283623464958
4482,100283623696833,100283623679000
4483,100283623902333,100283623887041
4484,100283624111750,100283624093625
4485,100283624323416,100283624305125
4486,100283624529875,100283624511000
4487,100283624736000,100283624719000
4488,100283624942458,100283624924333
4489,100283625151166,100283625132333
4490,100283625364958,100283625347500
4491,100283625579833,100283625560375
4492,100283625790708,100283625772291
4493,100283626002708,100283625984375
4494,100283626212000,100283626192416
4495,100283626428750,100283626408750
4496,100283626632583,100283626614416
4497,100283626843291,100283626825958
4498,100283627048875,100283627029708
4499,100283627259208,100283627240500
4500,100283627466083,100283627448333
4501,100283627675750,100283627656375
4502,100283627883083,100283627868416
4503,100283628098125,100283628079041
4504,100283628312666,100283628292250
4505,100283628516750,100283628497666
4506,100283628727791,100283628709541
4507,100283628942958,100283628922750
4508,100283629142625,100283629124041
4509,100283629354791,100283629335541
4510,100283629570250,100283629550541
4511,100283629782375,100283629763250
4512,100283629994750,100283629975458
4513,100283630196666,100283630178208
4514,100283630399291,100283630380333
4515,100283630611291,100283630593750
4516,100283630826833,100283630806541
4517,100283631037291,100283631017541
4518,100283631245416,100283631229166
4519,100283631457083,100283631439125
4520,100283631668416,100283631647000
4521,100283631876458,100283631857750
4522,100283632084125,100283632064291
4523,100283632287083,100283632269750
4524,100283632496500,100283632477750
4525,100283632706583,100283632688333
4526,100283632910333,100283632892333
4527,100283633119583,100283633100333
4528,100283633333791,100283633311791
4529,100283633532958,100283633514958
4530,100283633739166,100283633720291
4531,100283633944500,100283633925666
4532,100283634153833,100283634135083
4533,100283634366458,100283634348250
4534,100283634574958,100283634556291
4535,100283634785666,100283634765833
4536,100283634993458,100283634971416
4537,100283635223416,100283635174583
4538,100283635405833,100283635386791
4539,100283635615125,100283635594416
4540,100283635823041,100283635803041
4541,100283636021458,100283636005041
4542,100283636242541,100283636221458
4543,100283636446250,100283636428250
4544,100283636656333,100283636637625
4545,100283636854666,100283636837666
4546,100283637085750,100283637049750
4547,100283637286416,100283637255000
4548,100283637484833,100283637465666
4549,100283637693166,100283637677208
4550,100283637900916,100283637883000
4551,100283638106125,100283638086250
4552,100283638307833,100283638289333
4553,100283638518458,100283638500291
4554,100283638732083,100283638712375
4555,100283638942041,100283638925625
4556,100283639152958,100283639134750
4557,100283639372708,100283639354291
4558,100283639588583,100283639569125
4559,100283639798541,100283639780291
4560,100283640009875,100283639990875
4561,100283640212250,100283640195000
4562,100283640423458,100283640405583
4563,100283640636000,100283640616291
4564,100283640833625,100283640819000
4565,100283641049625,100283641029625
4566,100283641260000,100283641241750
4567,100283641470250,100283641451041
4568,100283641679250,100283641661458
4569,100283641889625,100283641872333
4570,100283642105875,100283642088333
4571,100283642318750,100283642300333
4572,100283642527291,100283642512250
4573,100283642744708,100283642725208
4574,100283642950083,100283642931791
4575,100283643154083,100283643135000
4576,100283643356583,100283643339083
4577,100283643564750,100283643544958
4578,100283643769083,100283643749833
4579,100283643969333,100283643951083
4580,100283644185250,100283644166833
4581,100283644397875,100283644378875
4582,100283644611250,100283644593125
4583,100283644817958,100283644800416
4584,100283645030083,100283645011833
4585,100283645243708,100283645224333
4586,100283645458166,100283645440333
4587,100283645669333,100283645651083
4588,100283645889500,100283645862458
4589,100283646082875,100283646064250
4590,100283646285166,100283646267166
4591,100283646499500,100283646480916
4592,100283646711583,100283646692208
4593,100283646927666,100283646907000
4594,100283647139750,100283647117708
4595,100283647342833,100283647324250
4596,100283647547541,100283647529083
4597,100283647753750,100283647739041
4598,100283647967083,100283647948333
4599,100283648179875,100283648163083
4600,100283648395500,100283648375041
4601,100283648603375,100283648586916
4602,100283648813041,100283648795041
4603,100283649022708,100283649004333
4604,100283649235041,100283649216291
4605,100283649445375,100283649426958
4606,100283649645875,100283649630250
4607,100283649858666,100283649837583
4608,100283650072666,100283650053333
4609,100283650272333,100283650254916
4610,100283650474375,100283650455333
4611,100283650678750,100283650659625
4612,100283650884916,100283650866916
4613,100283651090541,100283651073375
4614,100283651297625,100283651280333
4615,100283651626958,100283651487875
4616,100283651775833,100283651688333
4617,100283651928250,100283651903875
4618,100283652130416,100283652111500
4619,100283652341791,100283652322916
4620,100283652550041,100283652533041
4621,100283652760000,100283652741500
4622,100283652968916,100283652949583
4623,100283653173791,100283653153666
4624,100283653388916,100283653369333
4625,100283653598833,100283653583375
4626,100283653807583,100283653790708
4627,100283654015875,100283654001083
4628,100283654227291,100283654213625
4629,100283654440500,100283654426125
4630,100283654648416,100283654634041
4631,100283654859916,100283654846916
4632,100283655071250,100283655056833
4633,100283655277708,100283655259916
4634,100283655489083,100283655472125
4635,100283655690333,100283655673625
4636,100283655905791,100283655887333
4637,100283656114375,100283656099625
4638,100283656323875,100283656309208
4639,100283656530500,100283656517958
4640,100283656734416,100283656719500
4641,100283656945208,100283656929333
4642,100283657157333,100283657140875
4643,100283657372000,100283657351000
4644,100283657579333,100283657561583
4645,100283657790250,100283657769625
4646,100283657994416,100283657974416
4647,100283658204583,100283658187250
4648,100283658414500,100283658396208
4649,100283658633041,100283658614083
4650,100283658844041,100283658825625
4651,100283659052125,100283659033583
4652,100283659268791,100283659248583
4653,100283659481125,100283659461708
4654,100283659703041,100283659682416
4655,100283659907833,100283659890375
4656,100283660127958,100283660106041
4657,100283660339125,100283660318916
4658,100283660543958,100283660522583
4659,100283660747625,100283660727416
4660,100283660959083,100283660940208
4661,100283661167500,100283661147708
4662,100283661375000,100283661358916
4663,100283661586583,100283661571375
4664,100283661798458,100283661784125
4665,100283662012000,100283661997291
4666,100283662212583,100283662198166
4667,100283662414291,100283662399500
4668,100283662628750,100283662612208
4669,100283662828583,100283662813500
4670,100283663036458,100283663022583
4671,100283663242708,100283663228750
4672,100283663443000,100283663429375
4673,100283663646291,100283663631000
4674,100283663852041,100283663836791
4675,100283664054541,100283664040458
4676,100283664270708,100283664256083
4677,100283664483791,100283664464916
4678,100283664690000,100283664676875
4679,100283664899500,100283664884166
4680,100283665113125,100283665099291
4681,100283665329250,100283665313541
4682,100283665540375,100283665525708
4683,100283665742708,100283665727125
4684,100283665950875,100283665935166
4685,100283666161166,100283666145958
4686,100283666364416,100283666348583
4687,100283666576916,100283666559416
4688,100283666782500,100283666767750
4689,100283666986791,100283666972291
4690,100283667192333,100283667178791
4691,100283667405625,100283667390875
4692,100283667618041,100283667602625
4693,100283667824208,100283667810000
4694,100283668035875,100283668021000
4695,100283668248916,100283668231208
4696,100283668455458,100283668432250
4697,100283668669833,100283668648208
4698,100283668874166,100283668859375
4699,100283669099041,100283669067958
4700,100283669290208,100283669270833
4701,100283669499958,100283669477291
4702,100283669708250,100283669688708
4703,100283669920875,100283669900000
4704,100283670121708,100283670104708
4705,100283670331000,100283670312375
4706,100283670546125,100283670525416
4707,100283670752291,100283670733250
4708,100283670969750,100283670947916
4709,100283671314666,100283671159125
4710,100283671402666,100283671378791
4711,100283671606250,100283671585125
4712,100283671807708,100283671789875
4713,100283672027083,100283672003166
4714,100283672231875,100283672213416
4715,100283672435458,100283672415541
4716,100283672644583,100283672625541
4717,100283672852541,100283672832291
4718,100283673060083,100283673039291
4719,100283673265041,100283673245208
4720,100283673472333,100283673453125
4721,100283673682791,100283673662916
4722,100283673891375,100283673872375
4723,100283674100583,100283674081625
4724,100283674308250,100283674289625
4725,100283674516166,100283674497666
4726,100283674717916,100283674702208
4727,100283674930125,100283674909625
4728,100283675141416,100283675121625
4729,100283675349708,100283675329416
4730,100283675554916,100283675535291
4731,100283675765541,100283675748000
4732,100283675968125,100283675948083
4733,100283676175250,100283676156750
4734,100283676387958,100283676368333
4735,100283676603000,100283676584375
4736,100283676814500,100283676796250
4737,100283677021791,100283677006375
4738,100283677224583,100283677207708
4739,100283677435750,100283677421750
4740,100283677645583,100283677632583
4741,100283677855916,100283677842083
4742,100283678058208,100283678043750
4743,100283678258666,100283678243958
4744,100283678472000,100283678458916
4745,100283678673458,100283678659791
4746,100283678892250,100283678875833
4747,100283679103208,100283679090000
4748,100283679304541,100283679290458
4749,100283679515833,100283679501666
4750,100283679727791,100283679705166
4751,100283679933541,100283679919291
4752,100283680134875,100283680120125
4753,100283680351833,100283680335416
4754,100283680556541,100283680542500
4755,100283680761083,100283680747375
4756,100283680963791,100283680949416
4757,100283681177375,100283681159041
4758,100283681376541,100283681362291
4759,100283681579916,100283681565291
4760,100283681781750,100283681768541
4761,100283681997708,100283681977875
4762,100283682192875,100283682179416
4763,100283682410666,100283682388916
4764,100283682610541,100283682595208
4765,100283682818875,100283682801125
4766,100283683025041,100283683002041
4767,100283683259208,100283683216000
4768,100283683439708,100283683425500
4769,100283683653250,100283683638500
4770,100283683868166,100283683853666
4771,100283684075916,100283684059875
4772,100283684287166,100283684269458
4773,100283684492458,100283684477041
4774,100283684706166,100283684689666
4775,100283684985541,100283684899666
4776,100283685191250,100283685126208
4777,100283685352958,100283685335333
4778,100283685563750,100283685545083
4779,100283685776125,100283685759666
4780,100283685978125,100283685962666
4781,100283686181291,100283686167250
4782,100283686385666,100283686370000
4783,100283686598666,100283686583208
4784,100283686814958,100283686798083
4785,100283687015041,100283686999625
4786,100283687218541,100283687201625
4787,100283687428000,100283687414708
4788,100283687644208,100283687621083
4789,100283687843041,100283687829166
4790,100283688059500,100283688041000
4791,100283688267833,100283688251000
4792,100283688471000,100283688454250
4793,100283688672041,100283688655166
4794,100283688871541,100283688855458
4795,100283689075541,100283689059791
4796,100283689275208,100283689260166
4797,100283689486125,100283689471375
4798,100283689699666,100283689685708
4799,100283689911291,100283689897041
4800,100283690117708,100283690099250
4801,100283690317208,100283690300541
4802,100283690521416,100283690503250
4803,100283690736708,100283690721083
4804,100283690935666,100283690921875
4805,100283691154291,100283691139583
4806,100283691356958,100283691342500
4807,100283691571041,100283691554291
4808,100283691778750,100283691762416
4809,100283691983250,100283691968500
4810,100283692219750,100283692182583
4811,100283692423583,100283692394375
4812,100283692612166,100283692598541
4813,100283692814625,100283692801916
4814,100283693029791,100283693016333
4815,100283693232958,100283693216500
4816,100283693432958,100283693419041
4817,100283693633583,100283693619625
4818,100283693835166,100283693820000
4819,100283694038708,100283694024625
4820,100283694242208,100283694229166
4821,100283694445208,100283694431333
4822,100283694652833,100283694638208
4823,100283694852625,100283694838375
4824,100283695054875,100283695041208
4825,100283695262541,100283695248041
4826,100283695471166,100283695457083
4827,100283695688416,100283695673250
4828,100283695891333,100283695874916
4829,100283696089541,100283696076416
4830,100283696310125,100283696294416
4831,100283696522541,100283696506625
4832,100283696720958,100283696708041
4833,100283696940458,100283696925041
4834,100283697139708,100283697125375
4835,100283697354000,100283697339541
4836,100283697556333,100283697543416
4837,100283697765708,100283697748791
4838,100283697969208,100283697954875
4839,100283698182625,100283698166958
4840,100283698386083,100283698370125
4841,100283698596541,100283698580625
4842,100283698800666,100283698782583
4843,100283699001958,100283698987541
4844,100283699202541,100283699188291
4845,100283699410708,100283699395458
4846,100283699615916,100283699602000
4847,100283699826208,100283699812250
4848,100283700041875,100283700027000
4849,100283700257916,100283700238291
4850,100283700459791,100283700444708
4851,100283700663375,100283700647541
4852,100283700874291,100283700856750
4853,100283701084333,100283701068083
4854,100283701281458,100283701268250
4855,100283701483958,100283701469250
4856,100283701697041,100283701675500
4857,100283701909583,100283701888708
4858,100283702108791,100283702092333
4859,100283702312208,100283702297416
4860,100283702526541,100283702511833
4861,100283702726333,100283702712208
4862,100283702926125,100283702913083
4863,100283703142625,100283703123583
4864,100283703343041,100283703327791
4865,100283703544083,100283703530416
4866,100283703754333,100283703741416
4867,100283703967666,100283703952250
4868,100283704169291,100283704153666
4869,100283704383916,100283704370291
4870,100283704692791,100283704597125
4871,100283704816875,100283704801958
4872,100283705030250,100283705016000
4873,100283705236333,100283705221958
4874,100283705439416,100283705423583
4875,100283705648083,100283705631166
4876,100283705847583,100283705833083
4877,100283706056166,100283706041500
4878,100283706268291,100283706252291
4879,100283706471791,100283706457333
4880,100283706680916,100283706660958
4881,100283706880083,100283706864916
4882,100283707084041,100283707069750
4883,100283707293583,100283707276416
4884,100283707493708,100283707480041
4885,100283707693916,100283707680166
4886,100283707896250,100283707882416
4887,100283708099958,100283708086041
4888,100283708313916,100283708300833
4889,100283708517208,100283708503500
4890,100283708727916,100283708713833
4891,100283708943208,100283708927333
4892,100283709153208,100283709139000
4893,100283709370083,100283709353416
4894,100283709575166,100283709560750
4895,100283709782250,100283709767583
4896,100283709983625,100283709969000
4897,100283710194833,100283710179250
4898,100283710393500,100283710379708
4899,100283710599875,100283710585250
4900,100283710808166,100283710791916
4901,100283711015625,100283711001875
4902,100283711222416,100283711207291
4903,100283711436208,100283711421333
4904,100283711650791,100283711634916
4905,100283711860291,100283711844458
4906,100283712072000,100283712056875
4907,100283712273250,100283712258041
4908,100283712483708,100283712465041
4909,100283712692000,100283712678500
4910,100283712897000,100283712883125
4911,100283713107208,100283713092166
4912,100283713310333,100283713296458
4913,100283713526166,100283713510375
4914,100283713731291,100283713716000
4915,100283713946583,100283713930875
4916,100283714160875,100283714146791
4917,100283714363333,100283714348083
4918,100283714578000,100283714561958
4919,100283714791125,100283714778291
4920,100283715007041,100283714993208
4921,100283715214375,100283715200750
4922,100283715427708,100283715413750
4923,100283715642958,100283715626458
4924,100283715855375,100283715841000
4925,100283716069750,100283716057291
4926,100283716284416,100283716269791
4927,100283716485750,100283716472250
4928,100283716690166,100283716676625
4929,100283716906708,100283716893125
4930,100283717123708,100283717108375
4931,100283717338791,100283717325791
4932,100283717541458,100283717526875
4933,100283717749125,100283717733333
4934,100283717949708,100283717934458
4935,100283718210583,100283718135375
4936,100283718458541,100283718417791
4937,100283718642416,100283718625541
4938,100283718843666,100283718828291
4939,100283719046000,100283719032291
4940,100283719257000,100283719241083
4941,100283719471000,100283719457166
4942,100283719675166,100283719661083
4943,100283719877041,100283719863291
4944,100283720081333,100283720066333
4945,100283720296833,100283720281166
4946,100283720509291,100283720494291
4947,100283720752250,100283720726041
4948,100283721008500,100283720945250
4949,100283721171083,100283721154291
4950,100283721378000,100283721362916
4951,100283721587625,100283721563541
4952,100283721792791,100283721775083
4953,100283721995500,100283721979875
4954,100283722197416,100283722183916
4955,100283722412041,100283722398166
4956,100283722624500,100283722610166
4957,100283722826791,100283722810541
4958,100283723037958,100283723021750
4959,100283723248750,100283723235666
4960,100283723462500,100283723447875
4961,100283723672791,100283723659458
4962,100283723889333,100283723872000
4963,100283724090833,100283724073125
4964,100283724292791,100283724278958
4965,100283724495333,100283724479500
4966,100283724698416,100283724683666
4967,100283724910708,100283724897208
4968,100283725119750,100283725106500
4969,100283725326541,100283725310125
4970,100283725538291,100283725524083
4971,100283725749958,100283725736625
4972,100283725963625,100283725950250
4973,100283726165208,100283726150583
4974,100283726376958,100283726363208
4975,100283726587625,100283726570500
4976,100283726788166,100283726773625
4977,100283726988208,100283726974083
4978,100283727201750,100283727186291
4979,100283727403375,100283727389333
4980,100283727611291,100283727595916
4981,100283727820041,100283727805500
4982,100283728021625,100283728006583
4983,100283728225333,100283728209666
4984,100283728433041,100283728417625
4985,100283728648375,100283728628291
4986,100283728851583,100283728836916
4987,100283729063416,100283729044666
4988,100283729269416,100283729255791
4989,100283729475000,100283729458208
4990,100283729689625,100283729670958
4991,100283729902708,100283729882583
4992,100283730109791,100283730094083
4993,100283730321375,100283730307875
4994,100283730524541,100283730510375
4995,100283730731041,100283730715375
4996,100283730940000,100283730926125
4997,100283731154833,100283731140208
4998,100283731367750,100283731354291
4999,100283731570166,100283731556958
5000,100283731786458,100283731772333
5001,100283731990708,100283731977000
5002,100283732194083,100283732180500
5003,100283732395791,100283732381291
5004,100283732596666,100283732583000
5005,100283732800625,100283732787833
5006,100283733005125,100283732991125
5007,100283733220791,100283733207000
5008,100283733424666,100283733409750
5009,100283733643000,100283733626375
5010,100283733846291,100283733829958
5011,100283734056166,100283734042041
5012,100283734272208,100283734255000
5013,100283734475458,100283734461125
5014,100283734693500,100283734677541
5015,100283734917000,100283734885916
5016,100283735115833,100283735092625
5017,100283735313666,100283735296833
5018,100283735514791,100283735499625
5019,100283735714416,100283735700875
5020,100283735917333,100283735900916
5021,100283736129708,100283736113416
5022,100283736335041,100283736318750
5023,100283736541958,100283736526083
5024,100283736761291,100283736728000
5025,100283736950458,100283736936333
5026,100283737164833,100283737148791
5027,100283737386416,100283737363208
5028,100283737620833,100283737604333
5029,100283737826000,100283737809000
5030,100283738030666,100283738015208
5031,100283738248458,100283738232000
5032,100283738453125,100283738435666
5033,100283738654625,100283738638916
5034,100283738856500,100283738842791
5035,100283739065250,100283739050875
5036,100283739278541,100283739260458
5037,100283739481083,100283739465875
5038,100283739682416,100283739668875
5039,100283739883833,100283739870666
5040,100283740101500,100283740087333
5041,100283740306166,100283740291166
5042,100283740521291,100283740506291
5043,100283740721458,100283740708083
5044,100283740935000,100283740919750
5045,100283741145125,100283741131500
5046,100283741357416,100283741343125
5047,100283741572250,100283741558250
5048,100283741780583,100283741762708
5049,100283741982416,100283741969000
5050,100283742182250,100283742169166
5051,100283742401125,100283742387208
5052,100283742603958,100283742590333
5053,100283742808916,100283742795291
5054,100283743030416,100283743009583
5055,100283743239250,100283743225083
5056,100283743442125,100283743428708
5057,100283743643291,100283743629791
5058,100283743851875,100283743836750
5059,100283744062083,100283744043916
5060,100283744271541,100283744255791
5061,100283744487666,100283744472500
5062,100283744704625,100283744689500
5063,100283744911083,100283744895708
5064,100283745116000,100283745098833
5065,100283745329666,100283745311833
5066,100283745539583,100283745523625
5067,100283745742458,100283745727625
5068,100283745942208,100283745927833
5069,100283746148208,100283746132416
5070,100283746360583,100283746346583
5071,100283746577125,100283746562583
5072,100283746792083,100283746778125
5073,100283746992916,100283746980125
5074,100283747195125,100283747181000
5075,100283747397666,100283747382375
5076,100283747613416,100283747599333
5077,100283747814291,100283747801458
5078,100283748034750,100283748017625
5079,100283748231333,100283748218666
5080,100283748435333,100283748418791
5081,100283748639625,100283748626666
5082,100283748842708,100283748828208
5083,100283749054916,100283749040916
5084,100283749268333,100283749255583
5085,100283749484291,100283749469791
5086,100283749685166,100283749672625
5087,100283749888791,100283749873541
5088,100283750094791,100283750078416
5089,100283750299250,100283750283583
5090,100283750512375,100283750497291
5091,100283750718375,100283750704291
5092,100283750934416,100283750919041
5093,100283751149291,100283751134166
5094,100283751361500,100283751347041
5095,100283751576625,100283751551083
5096,100283751770000,100283751752000
5097,100283751983291,100283751966958
5098,100283752194583,100283752178625
5099,100283752403625,100283752387166
5100,100283752612416,100283752595583
5101,100283752816666,100283752802750
5102,100283753030708,100283753014375
5103,100283753233333,100283753220541
5104,100283753444958,100283753431416
5105,100283753656708,100283753642666
5106,100283753860333,100283753845833
5107,100283754066833,100283754051250
5108,100283754268666,100283754252833
5109,100283754500583,100283754467250
5110,100283754690833,100283754676250
5111,100283754904958,100283754889750
5112,100283755121750,100283755102291
5113,100283755323875,100283755308333
5114,100283755524708,100283755509458
5115,100283755726458,100283755711083
5116,100283755926291,100283755912125
5117,100283756138041,100283756124541
5118,100283756355708,100283756335583
5119,100283756555250,100283756537791
5120,100283756764750,100283756743916
5121,100283756973416,100283756956125
5122,100283757175500,100283757158750
5123,100283757377000,100283757363125
5124,100283757601291,100283757577166
5125,100283757800083,100283757785708
5126,100283758014750,100283757997791
5127,100283758217833,100283758202625
5128,100283758428333,100283758413458
5129,100283758632958,100283758617791
5130,100283758839625,100283758825875
5131,100283759052375,100283759036791
5132,100283759255000,100283759236833
5133,100283759456583,100283759441541
5134,100283759671291,100283759657416
5135,100283759888250,100283759872916
5136,100283760090000,100283760074791
