seq,send_ts_ns,ack_recv_ts_ns,retransmits
2773,100119046453583,100119046618875,0
2774,100119046666916,100119046753958,0
2775,100119046877625,100119047021375,0
2776,100119047090958,100119047140541,0
2777,100119047299041,100119047405500,0
2778,100119047513583,100119047645666,0
2779,100119047721583,100119047778000,0
2780,100119047930958,100119048043125,0
2781,100119048133625,100119048171166,0
2782,100119048334958,100119048438291,0
2783,100119048551041,100119048704125,0
2784,100119048760333,100119048837916,0
2785,100119048975041,100119049104208,0
2786,100119049184583,100119049238791,0
2787,100119049399000,100119049505541,0
2788,100119049610916,100119049745833,0
2789,100119049821666,100119049992250,0
2790,100119050025625,100119050107708,0
2791,100119050239875,100119050373416,0
2792,100119050440291,100119050496500,0
2793,100119050640333,100119050762625,0
2794,100119050852375,100119050897708,0
2795,100119051060291,100119051163625,0
2796,100119051275750,100119051405958,0
2797,100119051481583,100119051538916,0
2798,100119051689625,100119051792416,0
2799,100119051900916,100119052024000,0
2800,100119052116250,100119052262833,0
2801,100119052322916,100119052372666,0
2802,100119052530958,100119052638791,0
2803,100119052741625,100119052890083,0
2804,100119052953625,100119053009125,0
2805,100119053155125,100119053276125,0
2806,100119053364375,100119053410583,0
2807,100119053568666,100119053639125,0
2808,100119053781708,100119053884125,0
2809,100119053996375,100119054128541,0
2810,100119054204416,100119054255125,0
2811,100119054410916,100119054499541,0
2812,100119054623041,100119054720208,0
2813,100119054829000,100119054943958,0
2814,100119055036333,100119055071375,0
2815,100119055237583,100119055326041,0
2816,100119055447000,100119055593750,0
2817,100119055656333,100119055709833,0
2818,100119055866958,100119055952583,0
2819,100119056072333,100119056220083,0
2820,100119056276333,100119056346625,0
2821,100119056486916,100119056591000,0
2822,100119056700291,100119056854791,0
2823,100119056905583,100119056990083,0
2824,100119057118458,100119057236208,0
2825,100119057333625,100119057370166,0
2826,100119057542958,100119057636791,0
2827,100119057752333,100119057880500,0
2828,100119057956333,100119058003708,0
2829,100119058164291,100119058251208,0
2830,100119058375000,100119058495166,0
2831,100119058588458,100119058628375,0
2832,100119058796333,100119058847708,0
2833,100119059004375,100119059113333,0
2834,100119059215041,100119059249916,0
2835,100119059424416,100119059496500,0
2836,100119059636333,100119059720458,0
2837,100119059844416,100119059938916,0
2838,100119060047666,100119060186625,0
2839,100119060249708,100119060300083,0
2840,100119060460708,100119060551791,0
2841,100119060669291,100119060806833,0
2842,100119060877583,100119060940708,0
2843,100119061082916,100119061205875,0
2844,100119061289791,100119061342000,0
2845,100119061492625,100119061610916,0
2846,100119061700708,100119061746166,0
2847,100119061906958,100119061990750,0
2848,100119062115166,100119062265125,0
2849,100119062324375,100119062400375,0
2850,100119062525583,100119062667083,0
2851,100119062740083,100119062800750,0
2852,100119062953708,100119063057416,0
2853,100119063168666,100119063306708,0
2854,100119063377833,100119063440541,0
2855,100119063589708,100119063691416,0
2856,100119063799583,100119063938833,0
2857,100119064005625,100119064059708,0
2858,100119064214916,100119064277750,0
2859,100119064422458,100119064510791,0
2860,100119064633708,100119064729666,0
2861,100119064842208,100119064978583,0
2862,100119065056333,100119065106166,0
2863,100119065261083,100119065373083,0
2864,100119065466500,100119065503125,0
2865,100119065681375,100119065785250,0
2866,100119065885416,100119065922791,0
2867,100119066096291,100119066196958,0
2868,100119066301125,100119066335666,0
2869,100119066501166,100119066601166,0
2870,100119066711250,100119066855416,0
2871,100119066915083,100119066988875,0
2872,100119067125166,100119067255041,0
2873,100119067326666,100119067388208,0
2874,100119067530500,100119067612500,0
2875,100119067742916,100119067862750,0
2876,100119067943208,100119068002750,0
2877,100119068157291,100119068268833,0
2878,100119068361875,100119068403916,0
2879,100119068562958,100119068651000,0
2880,100119068777833,100119068898541,0
2881,100119068981250,100119069034166,0
2882,100119069191458,100119069280000,0
2883,100119069405083,100119069507750,0
2884,100119069620250,100119069743750,0
2885,100119069826125,100119069880083,0
2886,100119070028458,100119070168208,0
2887,100119070230250,100119070301541,0
2888,100119070431125,100119070568083,0
2889,100119070645916,100119070701125,0
2890,100119070859375,100119070944083,0
2891,100119071073250,100119071200333,0
2892,100119071283583,100119071321375,0
2893,100119071486291,100119071588708,0
2894,100119071701291,100119071831416,0
2895,100119071907708,100119071965041,0
2896,100119072123666,100119072231125,0
2897,100119072339541,100119072514625,0
2898,100119072541958,100119072626916,0
2899,100119072753708,100119072868333,0
2900,100119072967375,100119073003125,0
2901,100119073183000,100119073270666,0
2902,100119073397625,100119073536083,0
2903,100119073606333,100119073670458,0
2904,100119073815083,100119073934708,0
2905,100119074023041,100119074069500,0
2906,100119074230500,100119074335166,0
2907,100119074445666,100119074602708,0
2908,100119074656250,100119074724541,0
2909,100119074864250,100119074966708,0
2910,100119075074333,100119075200458,0
2911,100119075277250,100119075325833,0
2912,100119075481666,100119075592166,0
2913,100119075693583,100119075837458,0
2914,100119075898083,100119075953083,0
2915,100119076099041,100119076201375,0
2916,100119076311750,100119076449125,0
2917,100119076527000,100119076577833,0
2918,100119076736375,100119076822333,0
2919,100119076945625,100119077044375,0
2920,100119077152916,100119077281708,0
2921,100119077357625,100119077408666,0
2922,100119077565625,100119077674583,0
2923,100119077776291,100119077811083,0
2924,100119077982916,100119078051541,0
2925,100119078190958,100119078272125,0
2926,100119078396291,100119078492166,0
2927,100119078600875,100119078715500,0
2928,100119078808250,100119078842333,0
2929,100119079016458,100119079109708,0
2930,100119079227708,100119079365416,0
2931,100119079438958,100119079490125,0
2932,100119079648333,100119079756250,0
2933,100119079852291,100119079889791,0
2934,100119080060333,100119080155541,0
2935,100119080266041,100119080382416,0
2936,100119080473583,100119080508625,0
2937,100119080685583,100119080737666,0
2938,100119080893625,100119080979416,0
2939,100119081103000,100119081199875,0
2940,100119081309000,100119081423916,0
2941,100119081516291,100119081682791,0
2942,100119081724291,100119081816708,0
2943,100119081932333,100119082085541,0
2944,100119082134916,100119082219875,0
2945,100119082344250,100119082487083,0
2946,100119082550958,100119082621291,0
2947,100119082755041,100119082858500,0
2948,100119082966333,100119083081000,0
2949,100119083174541,100119083316291,0
2950,100119083376291,100119083448125,0
2951,100119083584125,100119083713333,0
2952,100119083788333,100119083847333,0
2953,100119083997708,100119084101500,0
2954,100119084210958,100119084325666,0
2955,100119084417583,100119084452666,0
2956,100119084629625,100119084718708,0
2957,100119084840291,100119084986875,0
2958,100119085048250,100119085100583,0
2959,100119085248333,100119085353791,0
2960,100119085462291,100119085600166,0
2961,100119085669625,100119085721375,0
2962,100119085878958,100119085976583,0
2963,100119086084916,100119086206833,0
2964,100119086299083,100119086341166,0
2965,100119086509583,100119086595333,0
2966,100119086719041,100119086819125,0
2967,100119086927583,100119087042291,0
2968,100119087133583,100119087169916,0
2969,100119087342958,100119087436000,0
2970,100119087552250,100119087588458,0
2971,100119087760291,100119087854625,0
2972,100119087968333,100119088122833,0
2973,100119088179083,100119088261875,0
2974,100119088392666,100119088510666,0
2975,100119088602916,100119088638125,0
2976,100119088812291,100119088904083,0
2977,100119089021666,100119089170666,0
2978,100119089226958,100119089295458,0
2979,100119089436291,100119089561291,0
2980,100119089644375,100119089693791,0
2981,100119089849625,100119089918000,0
2982,100119090058958,100119090145750,0
2983,100119090273625,100119090392333,0
2984,100119090482958,100119090517583,0
2985,100119090694916,100119090765916,0
2986,100119090905666,100119091032250,0
2987,100119091111041,100119091168708,0
2988,100119091316250,100119091418583,0
2989,100119091524375,100119091685833,0
2990,100119091729625,100119091798541,0
2991,100119091939833,100119092018916,0
2992,100119092144416,100119092264166,0
2993,100119092352375,100119092398375,0
2994,100119092560291,100119092664125,0
2995,100119092766916,100119092802125,0
2996,100119092976250,100119093067750,0
2997,100119093186916,100119093334875,0
2998,100119093392250,100119093468958,0
2999,100119093594958,100119093734666,0
3000,100119093800875,100119093853333,0
3001,100119094011041,100119094120291,0
3002,100119094225666,100119094388791,0
3003,100119094436416,100119094522583,0
3004,100119094646958,100119094793625,0
3005,100119094855750,100119094927833,0
3006,100119095067000,100119095193333,0
3007,100119095277708,100119095330208,0
3008,100119095483000,100119095598458,0
3009,100119095695375,100119095734333,0
3010,100119095901708,100119096002416,0
3011,100119096104041,100119096139958,0
3012,100119096319041,100119096405625,0
3013,100119096534958,100119096648791,0
3014,100119096741583,100119096775208,0
3015,100119096950916,100119097022333,0
3016,100119097166000,100119097253708,0
3017,100119097377750,100119097473833,0
3018,100119097582333,100119097721458,0
3019,100119097788375,100119097855791,0
3020,100119097996250,100119098122333,0
3021,100119098199000,100119098255291,0
3022,100119098408291,100119098510708,0
3023,100119098618333,100119098757500,0
3024,100119098825666,100119098891541,0
3025,100119099028958,100119099157458,0
3026,100119099238958,100119099292208,0
3027,100119099448333,100119099558541,0
3028,100119099657625,100119099691958,0
3029,100119099867083,100119099939208,0
3030,100119100081625,100119100185166,0
3031,100119100287000,100119100323125,0
3032,100119100497625,100119100588416,0
3033,100119100707291,100119100821375,0
3034,100119100913625,100119101060333,0
3035,100119101120291,100119101171166,0
3036,100119101328291,100119101390833,0
3037,100119101530916,100119101632250,0
3038,100119101738916,100119101897750,0
3039,100119101946958,100119102032583,0
3040,100119102160291,100119102298833,0
3041,100119102368333,100119102432875,0
3042,100119102577666,100119102698875,0
3043,100119102784250,100119102950875,0
3044,100119102985708,100119103071916,0
3045,100119103187458,100119103319166,0
3046,100119103396375,100119103452583,0
3047,100119103599125,100119103719708,0
3048,100119103812416,100119103854375,0
3049,100119104020291,100119104123125,0
3050,100119104230916,100119104393291,0
3051,100119104440250,100119104527625,0
3052,100119104646958,100119104776208,0
3053,100119104852250,100119104904458,0
3054,100119105060333,100119105122833,0
3055,100119105275083,100119105377625,0
3056,100119105486416,100119105602958,0
3057,100119105694958,100119105729291,0
3058,100119105904625,100119105994083,0
3059,100119106105666,100119106233875,0
3060,100119106309666,100119106367166,0
3061,100119106523250,100119106610291,0
3062,100119106733875,100119106853583,0
3063,100119106941541,100119106987416,0
3064,100119107152291,100119107254833,0
3065,100119107360333,100119107505916,0
3066,100119107565583,100119107616583,0
3067,100119107773708,100119107883041,0
3068,100119107980250,100119108017250,0
3069,100119108188375,100119108283916,0
3070,100119108400291,100119108529666,0
3071,100119108605625,100119108663166,0
3072,100119108813708,100119108929458,0
3073,100119109017666,100119109064375,0
3074,100119109224291,100119109311708,0
3075,100119109424375,100119109465250,0
3076,100119109632250,100119109732458,0
3077,100119109840333,100119109976458,0
3078,100119110052250,100119110111666,0
3079,100119110262083,100119110350416,0
3080,100119110474833,100119110593375,0
3081,100119110685708,100119110727500,0
3082,100119110899041,100119110970375,0
3083,100119111100541,100119111219750,0
3084,100119111312375,100119111354875,0
3085,100119111524333,100119111622500,0
3086,100119111737625,100119111892166,0
3087,100119111950958,100119112026583,0
3088,100119112165750,100119112293583,0
3089,100119112373958,100119112428458,0
3090,100119112588375,100119112676666,0
3091,100119112803166,100119112905000,0
3092,100119113017125,100119113133041,0
3093,100119113225125,100119113369541,0
3094,100119113430541,100119113501458,0
3095,100119113639500,100119113774041,0
3096,100119113851000,100119113907375,0
3097,100119114064083,100119114174583,0
3098,100119114277208,100119114312500,0
3099,100119114492208,100119114578958,0
3100,100119114702958,100119114845250,0
3101,100119114916333,100119114969916,0
3102,100119115116791,100119115235750,0
3103,100119115321750,100119115369541,0
3104,100119115537666,100119115622958,0
3105,100119115739000,100119115891291,0
3106,100119115954375,100119116007416,0
3107,100119116161625,100119116272708,0
3108,100119116371416,100119116407916,0
3109,100119116582958,100119116672875,0
3110,100119116788333,100119116941416,0
3111,100119116989708,100119117075416,0
3112,100119117198916,100119117329750,0
3113,100119117405583,100119117455250,0
3114,100119117608500,100119117723333,0
3115,100119117821583,100119117859625,0
3116,100119118033666,100119118125875,0
3117,100119118244291,100119118393333,0
3118,100119118452333,100119118517958,0
3119,100119118657708,100119118760875,0
3120,100119118859000,100119118898375,0
3121,100119119067500,100119119151416,0
3122,100119119283833,100119119419958,0
3123,100119119496291,100119119553666,0
3124,100119119707041,100119119809500,0
3125,100119119907458,100119120069416,0
3126,100119120110958,100119120203583,0
3127,100119120314958,100119120469916,0
3128,100119120527083,100119120604083,0
3129,100119120732125,100119120860833,0
3130,100119120940625,100119120976958,0
3131,100119121153583,100119121226916,0
3132,100119121367416,100119121470250,0
3133,100119121579625,100119121717458,0
3134,100119121792041,100119121847625,0
3135,100119122004333,100119122092958,0
3136,100119122218625,100119122313791,0
3137,100119122423291,100119122539625,0
3138,100119122630958,100119122667458,0
3139,100119122841666,100119122932750,0
3140,100119123041875,100119123200500,0
3141,100119123252333,100119123318458,0
3142,100119123463000,100119123567166,0
3143,100119123671000,100119123811375,0
3144,100119123886958,100119123944458,0
3145,100119124097708,100119124193791,0
3146,100119124302291,100119124417541,0
3147,100119124509666,100119124545291,0
3148,100119124721625,100119124769250,0
3149,100119124927000,100119125014000,0
3150,100119125137875,100119125256750,0
3151,100119125352291,100119125389708,0
3152,100119125561708,100119125655500,0
3153,100119125769666,100119125903500,0
3154,100119125978958,100119126037208,0
3155,100119126189625,100119126253625,0
3156,100119126393625,100119126472125,0
3157,100119126603000,100119126721583,0
3158,100119126813708,100119126856250,0
3159,100119127024375,100119127110166,0
3160,100119127233666,100119127353333,0
3161,100119127439041,100119127486541,0
3162,100119127648500,100119127752125,0
3163,100119127860291,100119128018583,0
3164,100119128065625,100119128152541,0
3165,100119128267041,100119128421541,0
3166,100119128477875,100119128543791,0
3167,100119128682916,100119128785625,0
3168,100119128885625,100119128923125,0
3169,100119129100291,100119129189500,0
3170,100119129310958,100119129457333,0
3171,100119129518958,100119129591458,0
3172,100119129729000,100119129858000,0
3173,100119129935000,100119129991791,0
3174,100119130143333,100119130243666,0
3175,100119130348333,100119130513541,0
3176,100119130564291,100119130631916,0
3177,100119130772250,100119130859083,0
3178,100119130983000,100119131102041,0
3179,100119131193666,100119131235666,0
3180,100119131401708,100119131517583,0
3181,100119131607041,100119131651708,0
3182,100119131813666,100119131918208,0
3183,100119132024333,100119132060958,0
3184,100119132238958,100119132324916,0
3185,100119132449666,100119132590791,0
3186,100119132660291,100119132724416,0
3187,100119132871041,100119132990833,0
3188,100119133076375,100119133126791,0
3189,100119133282958,100119133393541,0
3190,100119133496250,100119133529625,0
3191,100119133714208,100119133912541,0
3192,100119133923416,100119134047083,0
3193,100119134123708,100119134181958,0
3194,100119134335125,100119134448500,0
3195,100119134543041,100119134715125,0
3196,100119134756333,100119134849208,0
3197,100119134966958,100119135114333,0
3198,100119135173750,100119135246208,0
3199,100119135385666,100119135489833,0
3200,100119135601000,100119135740208,0
3201,100119135812333,100119135986666,0
3202,100119136014958,100119136120000,0
3203,100119136219291,100119136372541,0
3204,100119136432291,100119136638125,0
3205,100119136648375,100119136773583,0
3206,100119136863000,100119137039708,0
3207,100119137064291,100119137174208,0
3208,100119137270625,100119137440708,0
3209,100119137480291,100119137575375,0
3210,100119137695875,100119137842083,0
3211,100119137909625,100119137977333,0
3212,100119138111791,100119138244750,0
3213,100119138324541,100119138513583,0
3214,100119138538916,100119138636708,0
3215,100119138740291,100119138905083,0
3216,100119138956291,100119139038875,0
3217,100119139160250,100119139281500,0
3218,100119139373666,100119139539208,0
3219,100119139581666,100119139673083,0
3220,100119139790958,100119139938208,0
3221,100119140002958,100119140078916,0
3222,100119140217083,100119140347250,0
3223,100119140432250,100119140621541,0
3224,100119140636416,100119140736875,0
3225,100119140840250,100119140979500,0
3226,100119141054958,100119141223916,0
3227,100119141255250,100119141359333,0
3228,100119141469625,100119141625708,0
3229,100119141679000,100119141759625,0
3230,100119141894791,100119142001083,0
3231,100119142112666,100119142251250,0
3232,100119142327958,100119142385708,0
3233,100119142542708,100119142631916,0
3234,100119142757291,100119142860833,0
3235,100119142968916,100119143108541,0
3236,100119143179000,100119143368625,0
3237,100119143388416,100119143492958,0
3238,100119143603291,100119143742458,0
3239,100119143814916,100119143875833,0
3240,100119144029666,100119144144375,0
3241,100119144245583,100119144405791,0
3242,100119144461625,100119144651125,0
3243,100119144665708,100119144773541,0
3244,100119144878250,100119145006958,0
3245,100119145079250,100119145141958,0
3246,100119145283583,100119145408708,0
3247,100119145493666,100119145676708,0
3248,100119145696333,100119145811333,0
3249,100119145901833,100119146073416,0
3250,100119146113625,100119146206541,0
3251,100119146316250,100119146475333,0
3252,100119146532250,100119146722291,0
3253,100119146747000,100119146857125,0
3254,100119146947083,100119147124541,0
3255,100119147150958,100119147259125,0
3256,100119147353666,100119147526583,0
3257,100119147556291,100119147661333,0
3258,100119147760291,100119147930500,0
3259,100119147974958,100119148053250,0
3260,100119148176375,100119148296083,0
3261,100119148381625,100119148558125,0
3262,100119148582916,100119148682291,0
3263,100119148785583,100119148952791,0
3264,100119148989583,100119149087583,0
3265,100119149192250,100119149358583,0
3266,100119149401625,100119149467583,0
3267,100119149606916,100119149708166,0
3268,100119149812250,100119149972125,0
3269,100119150016291,100119150106333,0
3270,100119150224333,100119150350958,0
3271,100119150426958,100119150474666,0
3272,100119150631000,100119150741625,0
3273,100119150842375,100119150878541,0
3274,100119151053666,100119151130166,0
3275,100119151259000,100119151397333,0
3276,100119151469625,100119151530625,0
3277,100119151682958,100119151793541,0
3278,100119151902541,100119152041000,0
3279,100119152116250,100119152154041,0
3280,100119152326958,100119152398250,0
3281,100119152537625,100119152638916,0
3282,100119152745625,100119152905333,0
3283,100119152960458,100119153039333,0
3284,100119153173125,100119153306583,0
3285,100119153381625,100119153454208,0
3286,100119153589208,100119153719750,0
3287,100119153799291,100119153849125,0
3288,100119154013625,100119154112583,0
3289,100119154228291,100119154378750,0
3290,100119154436250,100119154512541,0
3291,100119154645666,100119154751041,0
3292,100119154859583,100119154997625,0
3293,100119155073625,100119155122541,0
3294,100119155277750,100119155368750,0
3295,100119155492333,100119155596333,0
3296,100119155706416,100119155821041,0
3297,100119155918916,100119155953958,0
3298,100119156128333,100119156221625,0
3299,100119156336833,100119156489291,0
3300,100119156542916,100119156614375,0
3301,100119156757666,100119156879875,0
3302,100119156967000,100119157014750,0
3303,100119157181666,100119157283791,0
3304,100119157393625,100119157443833,0
3305,100119157596333,100119157691166,0
3306,100119157802875,100119157853333,0
3307,100119158012500,100119158122708,0
3308,100119158216291,100119158258958,0
3309,100119158425583,100119158513083,0
3310,100119158628250,100119158780291,0
3311,100119158840375,100119158915916,0
3312,100119159043208,100119159183041,0
3313,100119159252250,100119159316500,0
3314,100119159463000,100119159582833,0
3315,100119159675041,100119159717541,0
3316,100119159879000,100119159963666,0
3317,100119160085666,100119160229958,0
3318,100119160291041,100119160363583,0
3319,100119160501833,100119160629541,0
3320,100119160712416,100119160763875,0
3321,100119160919000,100119161031083,0
3322,100119161127041,100119161164583,0
3323,100119161336541,100119161420541,0
3324,100119161544375,100119161665250,0
3325,100119161752333,100119161798291,0
3326,100119161953666,100119162064166,0
3327,100119162157708,100119162204250,0
3328,100119162364041,100119162470833,0
3329,100119162573583,100119162608500,0
3330,100119162788916,100119162840625,0
3331,100119162997625,100119163107083,0
3332,100119163205666,100119163244708,0
3333,100119163416250,100119163510083,0
3334,100119163624291,100119163779000,0
3335,100119163832291,100119163913375,0
3336,100119164040291,100119164160291,0
3337,100119164253083,100119164394666,0
3338,100119164459708,100119164528541,0
3339,100119164671000,100119164777833,0
3340,100119164882958,100119165036583,0
3341,100119165095250,100119165146250,0
3342,100119165304416,100119165390958,0
3343,100119165513583,100119165639916,0
3344,100119165716291,100119165751000,0
3345,100119165928250,100119165999208,0
3346,100119166137916,100119166245833,0
3347,100119166354333,100119166492041,0
3348,100119166566958,100119166625583,0
3349,100119166772333,100119166892000,0
3350,100119166980375,100119167026041,0
3351,100119167182958,100119167268250,0
3352,100119167399708,100119167534583,0
3353,100119167612333,100119167668583,0
3354,100119167824291,100119167911250,0
3355,100119168034958,100119168153500,0
3356,100119168241666,100119168286833,0
3357,100119168452291,100119168553041,0
3358,100119168661708,100119168811250,0
3359,100119168870916,100119168926291,0
3360,100119169072333,100119169194791,0
3361,100119169284458,100119169330583,0
3362,100119169487000,100119169596166,0
3363,100119169698958,100119169861500,0
3364,100119169911000,100119169980958,0
3365,100119170120250,100119170211208,0
3366,100119170322291,100119170460041,0
3367,100119170529625,100119170594000,0
3368,100119170736333,100119170862583,0
3369,100119170940375,100119170993833,0
3370,100119171150958,100119171259625,0
3371,100119171355041,100119171396166,0
3372,100119171562958,100119171639000,0
3373,100119171769666,100119171889666,0
3374,100119171969916,100119172023583,0
3375,100119172180375,100119172290791,0
3376,100119172392291,100119172427541,0
3377,100119172597750,100119172697291,0
3378,100119172807041,100119172958125,0
3379,100119173016291,100119173069083,0
3380,100119173224250,100119173335041,0
3381,100119173438791,100119173575958,0
3382,100119173652291,100119173708333,0
3383,100119173862750,100119173950125,0
3384,100119174073750,100119174168291,0
3385,100119174276958,100119174393666,0
3386,100119174485583,100119174518541,0
3387,100119174690958,100119174760458,0
3388,100119174898291,100119175026791,0
3389,100119175105791,100119175162708,0
3390,100119175309166,100119175424916,0
3391,100119175517625,100119175553083,0
3392,100119175728291,100119175820208,0
3393,100119175928291,100119176074083,0
3394,100119176133583,100119176207333,0
3395,100119176345208,100119176473708,0
3396,100119176552416,100119176606708,0
3397,100119176756291,100119176860250,0
3398,100119176966958,100119177126833,0
3399,100119177176916,100119177250875,0
3400,100119177380208,100119177499208,0
3401,100119177580375,100119177633041,0
3402,100119177789625,100119177898750,0
3403,100119178001625,100119178145666,0
3404,100119178205583,100119178259250,0
3405,100119178417625,100119178525166,0
3406,100119178625583,100119178660833,0
3407,100119178833625,100119178926958,0
3408,100119179035083,100119179197375,0
3409,100119179244333,100119179331041,0
3410,100119179453625,100119179601375,0
3411,100119179662958,100119179735833,0
3412,100119179877666,100119180002875,0
3413,100119180088333,100119180125625,0
3414,100119180296291,100119180391416,0
3415,100119180505666,100119180635000,0
3416,100119180710916,100119180859625,0
3417,100119180920250,100119180992291,0
3418,100119181130875,100119181258791,0
3419,100119181345666,100119181393708,0
3420,100119181550958,100119181660083,0
3421,100119181765625,100119181914916,0
3422,100119181974958,100119182027916,0
3423,100119182182916,100119182294833,0
3424,100119182394916,100119182437541,0
3425,100119182608291,100119182703333,0
3426,100119182828000,100119182970833,0
3427,100119183028250,100119183105166,0
3428,100119183242208,100119183372791,0
3429,100119183443000,100119183505791,0
3430,100119183651041,100119183772083,0
3431,100119183857958,100119183893625,0
3432,100119184061666,100119184143750,0
3433,100119184272291,100119184385791,0
3434,100119184477625,100119184620000,0
3435,100119184680291,100119184729833,0
3436,100119184890958,100119184997166,0
3437,100119185107333,100119185260625,0
3438,100119185321583,100119185377250,0
3439,100119185536291,100119185642166,0
3440,100119185741666,100119185776750,0
3441,100119185955000,100119186044375,0
3442,100119186168250,100119186310958,0
3443,100119186373625,100119186427041,0
3444,100119186573708,100119186693708,0
3445,100119186786875,100119186826333,0
3446,100119186996291,100119187046583,0
3447,100119187202958,100119187313375,0
3448,100119187410958,100119187447541,0
3449,100119187621666,100119187713500,0
3450,100119187831666,100119187969333,0
3451,100119188044291,100119188103125,0
3452,100119188262041,100119188348791,0
3453,100119188472416,100119188591000,0
3454,100119188682958,100119188724791,0
3455,100119188893583,100119188961833,0
3456,100119189101583,100119189202916,0
3457,100119189309583,100119189456208,0
3458,100119189516250,100119189566750,0
3459,100119189729666,100119189814041,0
3460,100119189937666,100119190055500,0
3461,100119190142958,100119190188208,0
3462,100119190355083,100119190453791,0
3463,100119190561583,100119190698750,0
3464,100119190776291,100119190812041,0
3465,100119190985583,100119191078958,0
3466,100119191188250,100119191345541,0
3467,100119191396375,100119191479208,0
3468,100119191606666,100119191745375,0
3469,100119191817625,100119191872291,0
3470,100119192028291,100119192098000,0
3471,100119192240333,100119192342833,0
3472,100119192448291,100119192608416,0
3473,100119192657791,100119192743166,0
3474,100119192874000,100119193009375,0
3475,100119193080291,100119193144166,0
3476,100119193284250,100119193410500,0
3477,100119193496375,100119193545083,0
3478,100119193706958,100119193794166,0
3479,100119193920583,100119194026208,0
3480,100119194134250,100119194251541,0
3481,100119194342916,100119194486708,0
3482,100119194546958,100119194618833,0
3483,100119194763000,100119194886583,0
3484,100119194977708,100119195023958,0
3485,100119195191125,100119195290625,0
3486,100119195394458,100119195429500,0
3487,100119195609583,100119195696083,0
3488,100119195822958,100119195962666,0
3489,100119196033583,100119196097166,0
3490,100119196236250,100119196323250,0
3491,100119196448458,100119196568291,0
3492,100119196659833,100119196835666,0
3493,100119196860291,100119196970333,0
3494,100119197061666,100119197240000,0
3495,100119197264333,100119197390458,0
3496,100119197468291,100119197528666,0
3497,100119197679000,100119197773625,0
3498,100119197893750,100119198015041,0
3499,100119198101708,100119198263208,0
3500,100119198302958,100119198398250,0
3501,100119198505666,100119198650958,0
3502,100119198709625,100119198784291,0
3503,100119198925666,100119199052250,0
3504,100119199128375,100119199190458,0
3505,100119199336333,100119199457500,0
3506,100119199550583,100119199723083,0
3507,100119199761583,100119199848041,0
3508,100119199971000,100119200091958,0
3509,100119200183041,100119200350833,0
3510,100119200390916,100119200470458,0
3511,100119200593625,100119200712000,0
3512,100119200805666,100119200844833,0
3513,100119201017583,100119201109875,0
3514,100119201225583,100119201360916,0
3515,100119201437666,100119201483250,0
3516,100119201641583,100119201729916,0
3517,100119201853583,100119201950958,0
3518,100119202064708,100119202197541,0
3519,100119202268333,100119202331041,0
3520,100119202478958,100119202583500,0
3521,100119202690916,100119202853291,0
3522,100119202904250,100119202986000,0
3523,100119203106958,100119203253291,0
3524,100119203317583,100119203366750,0
3525,100119203524250,100119203610041,0
3526,100119203724958,100119203862666,0
3527,100119203936250,100119203994583,0
3528,100119204148291,100119204233375,0
3529,100119204353583,100119204486291,0
3530,100119204563833,100119204600125,0
3531,100119204773625,100119204866125,0
3532,100119204988291,100119205135500,0
3533,100119205192416,100119205247791,0
3534,100119205407041,100119205513291,0
3535,100119205621625,100119205780125,0
3536,100119205830958,100119205914333,0
3537,100119206040291,100119206180291,0
3538,100119206240333,100119206307833,0
3539,100119206448250,100119206550500,0
3540,100119206661625,100119206792333,0
3541,100119206868291,100119206923583,0
3542,100119207077000,100119207163916,0
3543,100119207278250,100119207396833,0
3544,100119207488291,100119207657291,0
3545,100119207702958,100119207791250,0
3546,100119207910916,100119208057750,0
3547,100119208118916,100119208170583,0
3548,100119208328250,100119208436166,0
3549,100119208540083,100119208574875,0
3550,100119208753708,100119208840583,0
3551,100119208961625,100119209108083,0
3552,100119209171000,100119209225125,0
3553,100119209384250,100119209453541,0
3554,100119209593583,100119209677750,0
3555,100119209801666,100119209919916,0
3556,100119210013708,100119210053083,0
3557,100119210218958,100119210294291,0
3558,100119210421708,100119210545333,0
3559,100119210633625,100119210680708,0
3560,100119210846958,100119210946625,0
3561,100119211054916,100119211211916,0
3562,100119211256333,100119211346208,0
3563,100119211468291,100119211616166,0
3564,100119211680250,100119211733458,0
3565,100119211890916,100119211977916,0
3566,100119212101666,100119212220208,0
3567,100119212313666,100119212354666,0
3568,100119212520291,100119212621083,0
3569,100119212729583,100119212876375,0
3570,100119212936291,100119213009208,0
3571,100119213145583,100119213260750,0
3572,100119213356291,100119213394791,0
3573,100119213569625,100119213661375,0
3574,100119213776333,100119213929500,0
3575,100119213980291,100119214064583,0
3576,100119214187000,100119214289875,0
3577,100119214398583,100119214515541,0
3578,100119214606958,100119214753416,0
3579,100119214813541,100119214885375,0
3580,100119215021458,100119215149833,0
3581,100119215233708,100119215285250,0
3582,100119215440250,100119215550916,0
3583,100119215646958,100119215685958,0
3584,100119215852250,100119215952208,0
3585,100119216054916,100119216218666,0
3586,100119216261583,100119216352708,0
3587,100119216477625,100119216621416,0
3588,100119216685625,100119216756958,0
3589,100119216895083,100119217022666,0
3590,100119217104333,100119217158000,0
3591,100119217310958,100119217423500,0
3592,100119217521583,100119217558458,0
3593,100119217725583,100119217824583,0
